source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
serum testosterone levels were significantly reduced in all treated rats p while serum lipids ldl hdl tg tc were not significantly different in the normoglycemic treated animals receiving hh and haart,amazinga eserum testosterone ehla kakhulu kuwo wonke amagundane ayelashwa p kwathi iserum lipids ldl hdl tg tc akubanga nomehluko omkhulu kwinormoglycemic ezilwaneni ezilashwe ngehh nehaart,en-zu,EnglishZulu00668 Ishmail Olasile Onanuga.xlsx,Sheet1,31,25
the top students are,izitshudeni ezingene kwitop yangowezi ngo,en-zu,englishzulu00407.xlsx,Sheet1,4,5
to understand the three domains of physical activity status levels and participation rates a validated selfreporting physical activity questionnaire ipaqs was completed by n contact learning students pursuing undergraduate bachelor of education qualifications specializing in the foundation and intermediate phases of teaching,ukuqonda izinhlaka ezintathu zokunyakaziswa komzimba isimo amazinga kanye namazinga okubamba iqhaza kwagcwaliswa uhlu lwemibuzo oluqinisekisiwe lokuzibika ngemisebenzi yokunyakazisa umzimba phecelezi iipaqs lugcwaliswa ngabafundi abafundiswa emakilasini n abafundela iziqu zebachelor of education ukuze bafundise esigabeni esiyisisekelo kanye nesiphakathi nendawo,en-zu,englishzulu202500069.xlsx,Sheet1,42,38
the study concluded that the leadership practices of deputy principals is a product of the interaction within self and the interaction with the school quintile or context in which they operate,ucwaningo luphethe ngokuthi izindlela zobuholi bamasekela othishanhloko bungumphumela wobudlelwane phakathi boqobo lomuntu kanye nokuxhumana kwakhe nekhwintayli yesikole sakhe noma nesimo asebenza ngaphansi kwaso,en-zu,EnglishZulu00854 Sibonelo Blose.xlsx,Sheet1,31,23
for some of the learning unit activities you might need to post something on the blog tool take a quiz or complete a survey under the selfassessment tool,kwezinye izigaba zokufunda kuzodingeka ubhale okuthize kublog tool uphendule okusasivivinyo noma isaveyi ngaphansi kwensiza yeselfassessment,en-zu,englishzulu00478.xlsx,Sheet1,28,15
this has resulted in a situation commonly known as information overload,umphumela walokhu kube ngukuvela kwesimo esaziwa ngokuvamile ngokuthi ukuchichima kolwazi,en-zu,EnglishZulu00665 Irshad Mungly Mohamud.xlsx,Sheet1,11,10
another critical aspect of an academic essay is referencing,esinye isici esibucayi seeseyi yemfundo ukukhombisa imithombo yolwazi,en-zu,englishzulu00490.xlsx,Sheet1,9,8
common sources of income are,imithombo ejwayekelile yengeniso yilena,en-zu,englishzulu00465.xlsx,Sheet1,5,4
there will also be a check up of your baby to see how he she is growing and if he she is reaching their milestones,kuyohlolwa nomntwana ukuze kubonakale ukuthi ukhula kanjani nokuthi uyafinyelela ezimpawini zokukhula ezilindelekile,en-zu,englishzulu00069.xlsx,Sheet1,25,12
magidimishachipungus awards include being one of the mail guardian top young influential south africans the ukzn best young academic the college of humanities teaching excellence award and the international society of city and regional planning award of excellence for the outstanding role she played during the young professional planners workshop and her participation in organising the congress in,phakathi kwemiklomelo kasolwazi umagidimishachipungu kubalwa ukuba ngomunye wemail guardian top young influential south africans ngowezi iukzn best young academic ngowezi icollege of humanities teaching excellence award neinternational society of city and regional planning award of excellence ngeqhaza lakhe elikhulu aba nalo esigcawini sokucijwa seyoung professional planners neqhaza lakhe ekuhleleni ingqungquthela ngowezi,en-zu,englishzulu00434.xlsx,Sheet1,58,51
he observed how people in rural communities had to travel long distances to nearby towns just to access healthcare services,wabona ukuthi abantu basemiphakathini yasemaphandleni babe hamba amabanga amade beya emadolobheni ukuza bathole usizo lwezempilo,en-zu,englishzulu00057.xlsx,Sheet1,20,15
in that on august at that you were found to be dunk on duty by mr mkhize,ukuthi ngomhla wama kuncwaba ngezikhathi ze watholwa umnu mkhize udakiwe emsebenzini,en-zu,englishzulu00029.xlsx,Sheet1,17,11
a concern for personal space,ukukhathazeka ngendawo yakhe,en-zu,englishzulu00493.xlsx,Sheet1,5,3
o you must attend all your classes,o kumele ukuba ubekhona kuwo wonke amakilasi,en-zu,englishzulu00954.xlsx,Sheet1,7,7
higher education institutions and south africans need to work together to bring about change said msibi,izikhungo zemfundo ephakeme nezakhamizi zaseningizimu afrika kumele basebenzisane ukuze kube noguquko kusho umsibi,en-zu,englishzulu00202.xlsx,Sheet1,16,13
write down the essence of the particular authors definition,bhala ingqikithi yencazelo yalowo mbhali,en-zu,englishzulu00474.xlsx,Sheet1,9,5
the images of the exhibition were created out of conversations with the students individually and then collectively to establish which images were most relevant to being a student in higher education,imifanekiso engama yomboniso ivela ezingxoxweni nabafundi ngamunye nakubo bonke ukuqinisekisa ukuthi yimuphi umfanekiso othinta impilo yokuba wumfundi esikhungweni semfundo ephakeme,en-zu,englishzulu00329.xlsx,Sheet1,31,20
the event facilitated by ukzn s professor sihawukele ngubane of the school of arts featured a panel of experts including academic leader for research and higher degrees in the school of applied human sciences at ukzn professor johannes johnlangba senior lecturer at ukzns school of social sciences dr candice moore and professor eugene maafo darteh of the department of population and health studies at the university of the cape coast in ghana,lo mhlangano ubuhlelwe ngusolwazi usihawukele ngubane wesikole searts lapho bekukhona ithimba longoti obekukhona kubona umholi wezemfundo kwezocwaningo neziqu ezinkulu esikoleni seapplied human sciences eukzn usolwazi ujohannes johnlangba umfundisi omkhulu esikoleni sesocial sciences udkt ucandice moore nosolwazi ueugene maafo darteh womnyango wezifundo zepopulation and health euniversity of the cape coast eghana,en-zu,englishzulu00439.xlsx,Sheet1,72,50
therefore thps particularly when they have received basic training in hiv remain relevant to their patients regardless of patients hiv status or use of art even when hiv testing is accessible in the home and art widely available,ngakhoke abelaphi bendabuko amathps ikakhulukazi uma bethole uqeqesho oluyisisekelo ngehiv bahlala bengena khaxa ezidingweni zeziguli zabo kungakhathaliseki ukuthi iziguli zabo zinehiv noma zisebenzisa amaart ngisho nalapho ukuhlolela ihiv kutholakala ekhaya nokulashwa ngemishanguzo amaart kutholakala kalula,en-zu,EnglishZulu00879 Thembelihle Hazel Zuma.xlsx,Sheet1,38,35
a fuller list of achievements can be found in the report of the senate to council,uhlu olugcwele lokuzuziwe luyatholakala embikweni wezigele,en-zu,englishzulu00953.xlsx,Sheet1,16,6
the following students presented their research,nazi izitshudeni ezethule ucwaningo lwazo,en-zu,englishzulu00917.xlsx,Sheet1,6,5
development and approval of an enterprise risk management framework,ukuthuthukiswa nokugunyazwa kohlaka lwesikhungo lwezokuphathwa kwezobungcuphe,en-zu,englishzulu00953.xlsx,Sheet1,9,6
unique numbers for assignments,inombolo ekhethekile yeasayinimenti,en-zu,englishzulu00479.xlsx,Sheet1,4,3
that includes tutorial letter in which we discuss assignments and exams,lokhu kufaka nencwadi yethuthoriyali esixoxa ngayo kumaasayinimenti nezivivinyo,en-zu,englishzulu00485.xlsx,Sheet1,11,8
organiser dr velile ngidi said the team plans to help practitioners to develop and set up systems,umhleli walesi sigcawu udkt velile ngidi uthe ithimba lihlela ukusiza abasebenzi bezempilo ukuthi baqhamuke nezindlela eziphusile,en-zu,englishzulu00270.xlsx,Sheet1,17,16
my colleagues embrace diversity irrespective of gender race sexual orientation disability religion background or any other difference,ozakwethu bayakuhlonipha ukwahlukana ngokungakhethi ubulili ubuhlanga imizwabulili ukukhubazeka inkolo imvelaphi nanoma yikuphi okunye okunomehluko,en-zu,englishzulu00130.xlsx,Sheet1,17,14
caption dr sphumelele ndlovu,isithombe udkt sphumelele ndlovu,en-zu,englishzulu00352.xlsx,Sheet1,4,4
i had to live with a new family which i was not familiar with change schools and adapt to a new language she said,ngemva kokungcwatshwa kukamama kwafanele ngiqale kabusha,en-zu,englishzulu00312.xlsx,Sheet1,24,6
madiba who graduated from ukzn in april with a masters degree in taxation was part of the ngap transformation programme initiated by the department of higher education and training dhet to help universities recruit new academics in line with staffing and development plans,unks madiba owathola iziqu zemasters eukzn ngombasa kwezentela wayeyingxenye yohlelo ingap olwaqalwa wumnyango wezemfundo ephakeme ukulekelela amanyuvesi ukuthi akwazi ukuqasha izifundiswa ezintsha ngokwezinhlelo zokuqasha izisebenzi nokuzithuthukisa,en-zu,englishzulu00237.xlsx,Sheet1,43,26
we are all following what is happening in america and a nerve has been hit as we are coming from a very volatile and now live with the fear of the pandemic and the lockdown around the world said cheng,sonke silandela kuloko okwenzeka emelika kanti kukhona ithumba elibhobokile ngonyaka wezi obunzima kakhulu kanti manje sibhekene nokwesaba ubhubhane nomgonqo emhlabeni wonke kusho uchang,en-zu,englishzulu00464.xlsx,Sheet1,40,23
issues about reliability and validity confidentiality and observance of appropriate research ethics are also part of the methodology section,izindaba eziphathelene nokuthembeka nokwamukeleka nobumfihlo kanye nokubhekelelwa kwezinqubonhle zocwanongo nakho kuyingxenye yesigaba sendlela yokwenza,en-zu,englishzulu00493.xlsx,Sheet1,19,14
april,kumbasa april,en-zu,englishzulu00466.xlsx,Sheet1,1,2
pitso wiped the thread of blood trickling out of his friends nostril,upitso wamsula umugqa wegazi owawuphuma ekhaleni lomngani wakho,en-zu,englishzulu00492.xlsx,Sheet1,12,8
i dropped the pail and ran as fast as my short legs could carry me straight into a patch of boggy ground near the pool to my horror my feet were sucked down and disappeared and as i pulled and pulled one of my feet emerged from the mud shoeless,ngalahla phansi ibhakede ngagijima ngawo wonke amandla asezinyaweni zami ezimfishane ngangena shi odakeni futhi izinyawo zami zaqala ukubisha ngathi ngisazama ukuzikhipha kwabhajwa isicathulo sami esisodwa ngenkathi ngizama ukuzikhulula,en-zu,englishzulu00386.xlsx,Sheet1,50,28
this condition has created gaps between the citizens expectations and services rendered by the lagos state huda,lesi simo sesakhe izikhala phakathi kokulindelwe yizakhamizi nezidingo ezihlinzekwa yilagos state huda,en-zu,EnglishZulu00753 Mosud YO.xlsx,Sheet1,17,12
it has been argued elsewhere that women are responsible for the emotional housekeeping of their relationships and this was evident in the data as well,sekube nokuqakulisana kwezinye izindawo ukuthi abesifazane yibo abangabaholi kwezokusebenza kwemizwa ebudlelwaneni abakubona futhi lokhu kwafakazelwa nayimininingo,en-zu,EnglishZulu00660  Human 2019.xlsx,Sheet1,25,16
central nervous system,icentral nervous system,en-zu,englishzulu00493.xlsx,Sheet1,3,3
third you can become an expert on disasters and disaster survival by reading all you can on disasters,okwesithathu ungaphenduka ungoti kwezezinhlekelele nokuphepha kuzo ngokufunda konke ongakuthola okumayelana nazo,en-zu,englishzulu00958.xlsx,Sheet1,18,11
the online event will showcase highquality dance that celebrates diversity and intersectional identities,lo mcimbi ngobuchwepheshe bokuxhumana besimanje uzokhombisa imidanso eseqophelweni eliphezulu eqhakambisa ukwehlukana nokufana ebantwini,en-zu,englishzulu00549.xlsx,Sheet1,13,13
car hijackings in south africa will decrease if the average personal disposable income of people increases,ukudunwa kwezimoto eningizimu afrika kuzokwehla uma isilinganiso semali engenayo yabantu esetshenziswayo sikhula,en-zu,englishzulu00493.xlsx,Sheet1,16,12
activity,umsebenzi,en-zu,englishzulu00955.xlsx,Sheet1,1,1
assignment type online assessment quiz,uhlobo lweasayinimenti imibuzo yokuhlola ekuinthanethi,en-zu,englishzulu00487.xlsx,Sheet1,5,5
annecy is a competition for animated films of various techniques including animated drawings cutout papers modelling clay and computer generated imagery,iannecy ingumncintiswano yamafilimu opopayi ayizinhlobo ezehlukene okukhona kuzona imidwebo izingqwembe nemifanekiso edwetshwe ngekhompyutha,en-zu,englishzulu00390.xlsx,Sheet1,21,13
if there is no option to apply online or no address to email your resume and wouldbe employees get upset when you inquire about those missing facilities its not a legitimate opportunity,uma isicelo somsebenzi singathumeleki ngobuchwepheshe bokuxhumana besimanje noma lingekho ikheli lwencwadi kagesi okuthunyelwa kuyona noma okuthiwa basebenza khona becasuka uma ubuza imibuzo ngalezozinto qaphela,en-zu,englishzulu00512.xlsx,Sheet1,32,24
it is done through timely stimulation of the senses muscles and language,kwenziwa ngokukhuthaza imizwa amamasela nolimi,en-zu,englishzulu00154.xlsx,Sheet1,12,5
need for firefighting equipment guards signs etc,ukudingeka kwezinto zokucisha umlilo okokuzivikela izimpawu njalo njalo,en-zu,englishzulu00019.xlsx,Sheet1,7,8
electronic reserves ereserves,izingodla ezikukhompyutha,en-zu,englishzulu00468.xlsx,Sheet1,3,2
now press your legs together as hard as you can,manje hlanganisa ucindezele imilenze yakho ndawonye ngamandla akho wonke,en-zu,englishzulu00415.xlsx,Sheet1,10,9
assistance with technical problems accessing the unisa library or resources,izinkinga zobuchwepheshe ukufinyelela emtapweni wolwazi ekhompyutheni,en-zu,englishzulu00481.xlsx,Sheet1,10,6
the next phase will involve the optimisation of aerodynamic and propulsion parameters for a hybrid uav followed by a fully functional fdm printed prototype,esigabeni esilandelayo kuzoba nokusetshenziswa ngokugcwele kwemingcele yezindela zokundiza ezidabula umoya ukwenza iuav eyonga imvelo bese kulandela umfuziselo wefdm,en-zu,englishzulu00299.xlsx,Sheet1,24,18
the reference is placed in brackets,konke lokhu kufakwa kubakaki,en-zu,englishzulu00483.xlsx,Sheet1,6,4
it highlights the lonely burden of the whistleblower and the tremendous personal cost of telling the truth in the face of overwhelming pressure,iveza umzwangedwa walabo abaveza okubi nomphumela wokukhuluma iqiniso ngaphansi kwengcindezi,en-zu,englishzulu00934.xlsx,Sheet1,23,10
the following behaviour is normal for this age,lokhu okulandelayo kujwayelekile kuelsi sigaba sokukhula,en-zu,englishzulu00154.xlsx,Sheet1,8,6
practice selfassessment quiz,zijwayeze imibuzo yokuzihlola yekhwizi yesishagalombili,en-zu,englishzulu00487.xlsx,Sheet1,3,5
a simple random sampling technique was adopted to draw samples from each of the three major districts and descriptive inferential analysis was used to analyse data,isu lokusampula okungahleliwe lisetshenzisiwe ukuthola amasampula esifundeni ngasinye kwezintathu ezinkulu uhlaziyo oluchazayo nolweqile luye lwasetshenziswa ukuhlaziya imininingo,en-zu,EnglishZulu00867 Sowole OE.xlsx,Sheet1,26,17
